Date,vertical,language,tickets
2026-05-27,Hospitality,German,259
2026-05-27,Hospitality,Italian,201
2026-05-27,Hospitality,Portuguese,49
2026-05-27,Hospitality,Spanish,343
2026-05-27,Partners,English,1742
2026-05-27,Partners,French,201
2026-05-27,Partners,German,233
2026-05-27,Partners,Italian,180
2026-05-27,Partners,Portuguese,44
2026-05-27,Partners,Spanish,307
2026-05-27,Payments,English,339
2026-05-27,Payments,French,39
2026-05-27,Payments,German,45
2026-05-27,Payments,Italian,35
2026-05-27,Payments,Portuguese,9
2026-05-27,Payments,Spanish,60
2026-05-28,Hospitality,English,1874
2026-05-28,Hospitality,French,216
2026-05-28,Hospitality,German,251
2026-05-28,Hospitality,Italian,194
2026-05-28,Hospitality,Portuguese,47
2026-05-28,Hospitality,Spanish,331
2026-05-28,Partners,English,1727
2026-05-28,Partners,French,199
2026-05-28,Partners,German,231
2026-05-28,Partners,Italian,179
2026-05-28,Partners,Portuguese,43
2026-05-28,Partners,Spanish,305
2026-05-28,Payments,English,320
2026-05-28,Payments,French,37
2026-05-28,Payments,German,43
2026-05-28,Payments,Italian,33
2026-05-28,Payments,Portuguese,8
2026-05-28,Payments,Spanish,56
2026-05-29,Hospitality,English,1624
2026-05-29,Hospitality,French,187
2026-05-29,Hospitality,German,217
2026-05-29,Hospitality,Italian,168
2026-05-29,Hospitality,Portuguese,41
2026-05-29,Hospitality,Spanish,287
2026-05-29,Partners,English,1640
2026-05-29,Partners,French,189
2026-05-29,Partners,German,219
2026-05-29,Partners,Italian,170
2026-05-29,Partners,Portuguese,41
2026-05-29,Partners,Spanish,290
2026-05-29,Payments,English,285
2026-05-29,Payments,French,33
2026-05-29,Payments,German,38
2026-05-29,Payments,Italian,30
2026-05-29,Payments,Portuguese,7
2026-05-29,Payments,Spanish,50
2026-05-30,Hospitality,English,432
2026-05-30,Hospitality,French,50
2026-05-30,Hospitality,German,58
2026-05-30,Hospitality,Italian,45
2026-05-30,Hospitality,Portuguese,11
2026-05-30,Hospitality,Spanish,76
2026-05-30,Partners,English,334
2026-05-30,Partners,French,38
2026-05-30,Partners,German,45
2026-05-30,Partners,Italian,35
2026-05-30,Partners,Portuguese,8
2026-05-30,Partners,Spanish,59
2026-05-30,Payments,English,91
2026-05-30,Payments,French,11
2026-05-30,Payments,German,12
2026-05-30,Payments,Italian,9
2026-05-30,Payments,Portuguese,2
2026-05-30,Payments,Spanish,16
2026-05-31,Hospitality,English,351
2026-05-31,Hospitality,French,40
2026-05-31,Hospitality,German,47
2026-05-31,Hospitality,Italian,36
2026-05-31,Hospitality,Portuguese,9
2026-05-31,Hospitality,Spanish,62
2026-05-31,Partners,English,127
2026-05-31,Partners,French,15
2026-05-31,Partners,German,17
2026-05-31,Partners,Italian,13
2026-05-31,Partners,Portuguese,3
2026-05-31,Partners,Spanish,22
2026-05-31,Payments,English,71
2026-05-31,Payments,French,8
2026-05-31,Payments,German,9
2026-05-31,Payments,Italian,7
2026-05-31,Payments,Portuguese,2
2026-05-31,Payments,Spanish,13
2026-06-01,Hospitality,English,1929
2026-06-01,Hospitality,French,222
2026-06-01,Hospitality,German,258
2026-06-01,Hospitality,Italian,200
2026-06-01,Hospitality,Portuguese,49
2026-06-01,Hospitality,Spanish,340
2026-06-01,Partners,English,1587
2026-06-01,Partners,French,183
2026-06-01,Partners,German,212
2026-06-01,Partners,Italian,165
2026-06-01,Partners,Portuguese,40
2026-06-01,Partners,Spanish,280
2026-06-01,Payments,English,243
2026-06-01,Payments,French,28
2026-06-01,Payments,German,32
2026-06-01,Payments,Italian,25
2026-06-01,Payments,Portuguese,6
2026-06-01,Payments,Spanish,43
2026-06-02,Hospitality,English,1833
2026-06-02,Hospitality,French,211
2026-06-02,Hospitality,German,245
2026-06-02,Hospitality,Italian,190
2026-06-02,Hospitality,Portuguese,46
2026-06-02,Hospitality,Spanish,324
2026-06-02,Partners,English,1891
2026-06-02,Partners,French,218
2026-06-02,Partners,German,253
2026-06-02,Partners,Italian,196
2026-06-02,Partners,Portuguese,47
2026-06-02,Partners,Spanish,333
2026-06-02,Payments,English,286
2026-06-02,Payments,French,33
2026-06-02,Payments,German,38
2026-06-02,Payments,Italian,30
2026-06-02,Payments,Portuguese,7
2026-06-02,Payments,Spanish,51
2026-06-03,Hospitality,English,1866
2026-06-03,Hospitality,French,215
2026-06-03,Hospitality,German,249
2026-06-03,Hospitality,Italian,193
2026-06-03,Hospitality,Portuguese,47
2026-06-03,Hospitality,Spanish,329
2026-06-03,Partners,English,1843
2026-06-03,Partners,French,212
2026-06-03,Partners,German,246
2026-06-03,Partners,Italian,191
2026-06-03,Partners,Portuguese,47
2026-06-03,Partners,Spanish,325
2026-06-03,Payments,English,295
2026-06-03,Payments,French,34
2026-06-03,Payments,German,39
2026-06-03,Payments,Italian,31
2026-06-03,Payments,Portuguese,7
2026-06-03,Payments,Spanish,52
2026-06-04,Hospitality,English,1134
2026-06-04,Hospitality,French,131
2026-06-04,Hospitality,German,152
2026-06-04,Hospitality,Italian,118
2026-06-04,Hospitality,Portuguese,28
2026-06-04,Hospitality,Spanish,200
2026-06-04,Partners,English,1826
2026-06-04,Partners,French,211
2026-06-04,Partners,German,244
2026-06-04,Partners,Italian,189
2026-06-04,Partners,Portuguese,46
2026-06-04,Partners,Spanish,322
2026-06-04,Payments,English,218
2026-06-04,Payments,French,25
2026-06-04,Payments,German,29
2026-06-04,Payments,Italian,23
2026-06-04,Payments,Portuguese,5
2026-06-04,Payments,Spanish,38
2026-06-05,Hospitality,English,1556
2026-06-05,Hospitality,French,179
2026-06-05,Hospitality,German,208
2026-06-05,Hospitality,Italian,161
2026-06-05,Hospitality,Portuguese,39
2026-06-05,Hospitality,Spanish,274
2026-06-05,Partners,English,1762
2026-06-05,Partners,French,203
2026-06-05,Partners,German,235
2026-06-05,Partners,Italian,183
2026-06-05,Partners,Portuguese,44
2026-06-05,Partners,Spanish,311
2026-06-05,Payments,English,254
2026-06-05,Payments,French,29
2026-06-05,Payments,German,34
2026-06-05,Payments,Italian,26
2026-06-05,Payments,Portuguese,7
2026-06-05,Payments,Spanish,45
2026-06-06,Hospitality,English,414
2026-06-06,Hospitality,French,48
2026-06-06,Hospitality,German,55
2026-06-06,Hospitality,Italian,43
2026-06-06,Hospitality,Portuguese,10
2026-06-06,Hospitality,Spanish,73
2026-06-06,Partners,English,362
2026-06-06,Partners,French,42
2026-06-06,Partners,German,48
2026-06-06,Partners,Italian,37
2026-06-06,Partners,Portuguese,9
2026-06-06,Partners,Spanish,64
2026-06-06,Payments,English,82
2026-06-06,Payments,French,9
2026-06-06,Payments,German,11
2026-06-06,Payments,Italian,9
2026-06-06,Payments,Portuguese,2
2026-06-06,Payments,Spanish,15
2026-06-07,Hospitality,English,362
2026-06-07,Hospitality,French,42
2026-06-07,Hospitality,German,48
2026-06-07,Hospitality,Italian,38
2026-06-07,Hospitality,Portuguese,9
2026-06-07,Hospitality,Spanish,64
2026-06-07,Partners,English,115
2026-06-07,Partners,French,13
2026-06-07,Partners,German,16
2026-06-07,Partners,Italian,12
2026-06-07,Partners,Portuguese,3
2026-06-07,Partners,Spanish,20
2026-06-07,Payments,English,55
2026-06-07,Payments,French,6
2026-06-07,Payments,German,7
2026-06-07,Payments,Italian,6
2026-06-07,Payments,Portuguese,1
2026-06-07,Payments,Spanish,10
2026-06-08,Hospitality,English,1716
2026-06-08,Hospitality,French,197
2026-06-08,Hospitality,German,229
2026-06-08,Hospitality,Italian,178
2026-06-08,Hospitality,Portuguese,43
2026-06-08,Hospitality,Spanish,303
2026-06-08,Partners,English,2179
2026-06-08,Partners,French,251
2026-06-08,Partners,German,291
2026-06-08,Partners,Italian,226
2026-06-08,Partners,Portuguese,55
2026-06-08,Partners,Spanish,384
2026-06-08,Payments,English,259
2026-06-08,Payments,French,30
2026-06-08,Payments,German,35
2026-06-08,Payments,Italian,27
2026-06-08,Payments,Portuguese,6
2026-06-08,Payments,Spanish,46
2026-06-09,Hospitality,English,1756
2026-06-09,Hospitality,French,202
2026-06-09,Hospitality,German,235
2026-06-09,Hospitality,Italian,182
2026-06-09,Hospitality,Portuguese,44
2026-06-09,Hospitality,Spanish,310
2026-06-09,Partners,English,2071
2026-06-09,Partners,French,239
2026-06-09,Partners,German,277
2026-06-09,Partners,Italian,215
2026-06-09,Partners,Portuguese,52
2026-06-09,Partners,Spanish,365
2026-06-09,Payments,English,275
2026-06-09,Payments,French,32
2026-06-09,Payments,German,37
2026-06-09,Payments,Italian,28
2026-06-09,Payments,Portuguese,7
2026-06-09,Payments,Spanish,49
2026-06-10,Hospitality,English,2138
2026-06-10,Hospitality,French,246
2026-06-10,Hospitality,German,286
2026-06-10,Hospitality,Italian,221
2026-06-10,Hospitality,Portuguese,54
2026-06-10,Hospitality,Spanish,377
2026-06-10,Partners,English,2920
2026-06-10,Partners,French,336
2026-06-10,Partners,German,390
2026-06-10,Partners,Italian,303
2026-06-10,Partners,Portuguese,73
2026-06-10,Partners,Spanish,515
2026-06-10,Payments,English,371
2026-06-10,Payments,French,43
2026-06-10,Payments,German,50
2026-06-10,Payments,Italian,38
2026-06-10,Payments,Portuguese,9
2026-06-10,Payments,Spanish,66
2026-06-11,Hospitality,English,1724
2026-06-11,Hospitality,French,199
2026-06-11,Hospitality,German,230
2026-06-11,Hospitality,Italian,179
2026-06-11,Hospitality,Portuguese,43
2026-06-11,Hospitality,Spanish,304
2026-06-11,Partners,English,2022
2026-06-11,Partners,French,233
2026-06-11,Partners,German,270
2026-06-11,Partners,Italian,209
2026-06-11,Partners,Portuguese,51
2026-06-11,Partners,Spanish,357
2026-06-11,Payments,English,284
2026-06-11,Payments,French,33
2026-06-11,Payments,German,38
2026-06-11,Payments,Italian,29
2026-06-11,Payments,Portuguese,7
2026-06-11,Payments,Spanish,50
2026-06-12,Hospitality,English,1493
2026-06-12,Hospitality,French,172
2026-06-12,Hospitality,German,200
2026-06-12,Hospitality,Italian,155
2026-06-12,Hospitality,Portuguese,38
2026-06-12,Hospitality,Spanish,263
2026-06-12,Partners,English,1932
2026-06-12,Partners,French,223
2026-06-12,Partners,German,258
2026-06-12,Partners,Italian,200
2026-06-12,Partners,Portuguese,49
2026-06-12,Partners,Spanish,341
2026-06-12,Payments,English,263
2026-06-12,Payments,French,30
2026-06-12,Payments,German,35
2026-06-12,Payments,Italian,27
2026-06-12,Payments,Portuguese,7
2026-06-12,Payments,Spanish,47
2026-06-13,Hospitality,English,398
2026-06-13,Hospitality,French,46
2026-06-13,Hospitality,German,53
2026-06-13,Hospitality,Italian,41
2026-06-13,Hospitality,Portuguese,10
2026-06-13,Hospitality,Spanish,70
2026-06-13,Partners,English,395
2026-06-13,Partners,French,45
2026-06-13,Partners,German,53
2026-06-13,Partners,Italian,41
2026-06-13,Partners,Portuguese,10
2026-06-13,Partners,Spanish,70
2026-06-13,Payments,English,88
2026-06-13,Payments,French,10
2026-06-13,Payments,German,12
2026-06-13,Payments,Italian,9
2026-06-13,Payments,Portuguese,2
2026-06-13,Payments,Spanish,15
2026-06-14,Hospitality,English,349
2026-06-14,Hospitality,French,40
2026-06-14,Hospitality,German,47
2026-06-14,Hospitality,Italian,36
2026-06-14,Hospitality,Portuguese,9
2026-06-14,Hospitality,Spanish,61
2026-06-14,Partners,English,126
2026-06-14,Partners,French,14
2026-06-14,Partners,German,17
2026-06-14,Partners,Italian,13
2026-06-14,Partners,Portuguese,3
2026-06-14,Partners,Spanish,22
2026-06-14,Payments,English,60
2026-06-14,Payments,French,7
2026-06-14,Payments,German,8
2026-06-14,Payments,Italian,6
2026-06-14,Payments,Portuguese,1
2026-06-14,Payments,Spanish,11
2026-06-15,Hospitality,English,1654
2026-06-15,Hospitality,French,190
2026-06-15,Hospitality,German,221
2026-06-15,Hospitality,Italian,171
2026-06-15,Hospitality,Portuguese,42
2026-06-15,Hospitality,Spanish,292
2026-06-15,Partners,English,2357
2026-06-15,Partners,French,272
2026-06-15,Partners,German,315
2026-06-15,Partners,Italian,244
2026-06-15,Partners,Portuguese,59
2026-06-15,Partners,Spanish,416
2026-06-15,Payments,English,288
2026-06-15,Payments,French,33
2026-06-15,Payments,German,38
2026-06-15,Payments,Italian,30
2026-06-15,Payments,Portuguese,7
2026-06-15,Payments,Spanish,51
2026-06-16,Hospitality,English,1695
2026-06-16,Hospitality,French,195
2026-06-16,Hospitality,German,226
2026-06-16,Hospitality,Italian,176
2026-06-16,Hospitality,Portuguese,43
2026-06-16,Hospitality,Spanish,299
2026-06-16,Partners,English,2223
2026-06-16,Partners,French,256
2026-06-16,Partners,German,297
2026-06-16,Partners,Italian,230
2026-06-16,Partners,Portuguese,56
2026-06-16,Partners,Spanish,392
2026-06-16,Payments,English,312
2026-06-16,Payments,French,36
2026-06-16,Payments,German,42
2026-06-16,Payments,Italian,32
2026-06-16,Payments,Portuguese,8
2026-06-16,Payments,Spanish,55
2026-06-17,Hospitality,English,1728
2026-06-17,Hospitality,French,199
2026-06-17,Hospitality,German,231
2026-06-17,Hospitality,Italian,179
2026-06-17,Hospitality,Portuguese,43
2026-06-17,Hospitality,Spanish,305
2026-06-17,Partners,English,2149
2026-06-17,Partners,French,247
2026-06-17,Partners,German,287
2026-06-17,Partners,Italian,223
2026-06-17,Partners,Portuguese,54
2026-06-17,Partners,Spanish,379
2026-06-17,Payments,English,336
2026-06-17,Payments,French,39
2026-06-17,Payments,German,45
2026-06-17,Payments,Italian,35
2026-06-17,Payments,Portuguese,8
2026-06-17,Payments,Spanish,59
2026-06-18,Hospitality,English,1668
2026-06-18,Hospitality,French,192
2026-06-18,Hospitality,German,223
2026-06-18,Hospitality,Italian,173
2026-06-18,Hospitality,Portuguese,42
2026-06-18,Hospitality,Spanish,294
2026-06-18,Partners,English,2123
2026-06-18,Partners,French,245
2026-06-18,Partners,German,284
2026-06-18,Partners,Italian,220
2026-06-18,Partners,Portuguese,53
2026-06-18,Partners,Spanish,374
2026-06-18,Payments,English,333
2026-06-18,Payments,French,38
2026-06-18,Payments,German,45
2026-06-18,Payments,Italian,35
2026-06-18,Payments,Portuguese,8
2026-06-18,Payments,Spanish,59
2026-06-19,Hospitality,English,1447
2026-06-19,Hospitality,French,167
2026-06-19,Hospitality,German,193
2026-06-19,Hospitality,Italian,150
2026-06-19,Hospitality,Portuguese,36
2026-06-19,Hospitality,Spanish,255
2026-06-19,Partners,English,2002
2026-06-19,Partners,French,231
2026-06-19,Partners,German,268
2026-06-19,Partners,Italian,207
2026-06-19,Partners,Portuguese,50
2026-06-19,Partners,Spanish,353
2026-06-19,Payments,English,313
2026-06-19,Payments,French,36
2026-06-19,Payments,German,42
2026-06-19,Payments,Italian,33
2026-06-19,Payments,Portuguese,8
2026-06-19,Payments,Spanish,55
2026-06-20,Hospitality,English,385
2026-06-20,Hospitality,French,44
2026-06-20,Hospitality,German,52
2026-06-20,Hospitality,Italian,40
2026-06-20,Hospitality,Portuguese,10
2026-06-20,Hospitality,Spanish,68
2026-06-20,Partners,English,404
2026-06-20,Partners,French,46
2026-06-20,Partners,German,54
2026-06-20,Partners,Italian,42
2026-06-20,Partners,Portuguese,10
2026-06-20,Partners,Spanish,71
2026-06-20,Payments,English,105
2026-06-20,Payments,French,12
2026-06-20,Payments,German,14
2026-06-20,Payments,Italian,11
2026-06-20,Payments,Portuguese,3
2026-06-20,Payments,Spanish,19
2026-06-21,Hospitality,English,338
2026-06-21,Hospitality,French,39
2026-06-21,Hospitality,German,45
2026-06-21,Hospitality,Italian,35
2026-06-21,Hospitality,Portuguese,8
2026-06-21,Hospitality,Spanish,60
2026-06-21,Partners,English,126
2026-06-21,Partners,French,14
2026-06-21,Partners,German,17
2026-06-21,Partners,Italian,13
2026-06-21,Partners,Portuguese,3
2026-06-21,Partners,Spanish,22
2026-06-21,Payments,English,73
2026-06-21,Payments,French,8
2026-06-21,Payments,German,10
2026-06-21,Payments,Italian,7
2026-06-21,Payments,Portuguese,2
2026-06-21,Payments,Spanish,13
2026-06-22,Hospitality,English,1605
2026-06-22,Hospitality,French,185
2026-06-22,Hospitality,German,215
2026-06-22,Hospitality,Italian,166
2026-06-22,Hospitality,Portuguese,40
2026-06-22,Hospitality,Spanish,283
2026-06-22,Partners,English,2322
2026-06-22,Partners,French,267
2026-06-22,Partners,German,310
2026-06-22,Partners,Italian,241
2026-06-22,Partners,Portuguese,59
2026-06-22,Partners,Spanish,410
2026-06-22,Payments,English,352
2026-06-22,Payments,French,41
2026-06-22,Payments,German,47
2026-06-22,Payments,Italian,36
2026-06-22,Payments,Portuguese,9
2026-06-22,Payments,Spanish,62
2026-06-23,Hospitality,English,1645
2026-06-23,Hospitality,French,190
2026-06-23,Hospitality,German,220
2026-06-23,Hospitality,Italian,171
2026-06-23,Hospitality,Portuguese,41
2026-06-23,Hospitality,Spanish,290
2026-06-23,Partners,English,2148
2026-06-23,Partners,French,247
2026-06-23,Partners,German,287
2026-06-23,Partners,Italian,223
2026-06-23,Partners,Portuguese,54
2026-06-23,Partners,Spanish,379
2026-06-23,Payments,English,383
2026-06-23,Payments,French,44
2026-06-23,Payments,German,51
2026-06-23,Payments,Italian,40
2026-06-23,Payments,Portuguese,10
2026-06-23,Payments,Spanish,68
2026-06-24,Hospitality,English,1678
2026-06-24,Hospitality,French,193
2026-06-24,Hospitality,German,224
2026-06-24,Hospitality,Italian,174
2026-06-24,Hospitality,Portuguese,42
2026-06-24,Hospitality,Spanish,296
2026-06-24,Partners,English,2035
2026-06-24,Partners,French,234
2026-06-24,Partners,German,272
2026-06-24,Partners,Italian,211
2026-06-24,Partners,Portuguese,51
2026-06-24,Partners,Spanish,359
2026-06-24,Payments,English,413
2026-06-24,Payments,French,48
2026-06-24,Payments,German,55
2026-06-24,Payments,Italian,43
2026-06-24,Payments,Portuguese,10
2026-06-24,Payments,Spanish,73
2026-06-25,Hospitality,English,1620
2026-06-25,Hospitality,French,187
2026-06-25,Hospitality,German,216
2026-06-25,Hospitality,Italian,168
2026-06-25,Hospitality,Portuguese,41
2026-06-25,Hospitality,Spanish,286
2026-06-25,Partners,English,1968
2026-06-25,Partners,French,227
2026-06-25,Partners,German,263
2026-06-25,Partners,Italian,204
2026-06-25,Partners,Portuguese,50
2026-06-25,Partners,Spanish,347
2026-06-25,Payments,English,409
2026-06-25,Payments,French,47
2026-06-25,Payments,German,55
2026-06-25,Payments,Italian,43
2026-06-25,Payments,Portuguese,10
2026-06-25,Payments,Spanish,72
2026-06-26,Hospitality,English,1405
2026-06-26,Hospitality,French,162
2026-06-26,Hospitality,German,188
2026-06-26,Hospitality,Italian,145
2026-06-26,Hospitality,Portuguese,35
2026-06-26,Hospitality,Spanish,248
2026-06-26,Partners,English,1817
2026-06-26,Partners,French,209
2026-06-26,Partners,German,243
2026-06-26,Partners,Italian,188
2026-06-26,Partners,Portuguese,46
2026-06-26,Partners,Spanish,320
2026-06-26,Payments,English,382
2026-06-26,Payments,French,44
2026-06-26,Payments,German,51
2026-06-26,Payments,Italian,40
2026-06-26,Payments,Portuguese,10
2026-06-26,Payments,Spanish,67
2026-06-27,Hospitality,English,375
2026-06-27,Hospitality,French,43
2026-06-27,Hospitality,German,50
2026-06-27,Hospitality,Italian,39
2026-06-27,Hospitality,Portuguese,9
2026-06-27,Hospitality,Spanish,66
2026-06-27,Partners,English,359
2026-06-27,Partners,French,41
2026-06-27,Partners,German,48
2026-06-27,Partners,Italian,37
2026-06-27,Partners,Portuguese,9
2026-06-27,Partners,Spanish,63
2026-06-27,Payments,English,128
2026-06-27,Payments,French,15
2026-06-27,Payments,German,17
2026-06-27,Payments,Italian,13
2026-06-27,Payments,Portuguese,3
2026-06-27,Payments,Spanish,23
2026-06-28,Hospitality,English,328
2026-06-28,Hospitality,French,38
2026-06-28,Hospitality,German,44
2026-06-28,Hospitality,Italian,34
2026-06-28,Hospitality,Portuguese,8
2026-06-28,Hospitality,Spanish,58
2026-06-28,Partners,English,109
2026-06-28,Partners,French,13
2026-06-28,Partners,German,15
2026-06-28,Partners,Italian,11
2026-06-28,Partners,Portuguese,3
2026-06-28,Partners,Spanish,19
2026-06-28,Payments,English,88
2026-06-28,Payments,French,10
2026-06-28,Payments,German,12
2026-06-28,Payments,Italian,9
2026-06-28,Payments,Portuguese,2
2026-06-28,Payments,Spanish,15
2026-06-29,Hospitality,English,1560
2026-06-29,Hospitality,French,180
2026-06-29,Hospitality,German,208
2026-06-29,Hospitality,Italian,162
2026-06-29,Hospitality,Portuguese,39
2026-06-29,Hospitality,Spanish,275
2026-06-29,Partners,English,1978
2026-06-29,Partners,French,228
2026-06-29,Partners,German,264
2026-06-29,Partners,Italian,205
2026-06-29,Partners,Portuguese,50
2026-06-29,Partners,Spanish,349
2026-06-29,Payments,English,416
2026-06-29,Payments,French,48
2026-06-29,Payments,German,56
2026-06-29,Payments,Italian,43
2026-06-29,Payments,Portuguese,11
2026-06-29,Payments,Spanish,73
2026-06-30,Hospitality,English,1483
2026-06-30,Hospitality,French,171
2026-06-30,Hospitality,German,198
2026-06-30,Hospitality,Italian,154
2026-06-30,Hospitality,Portuguese,37
2026-06-30,Hospitality,Spanish,262
2026-06-30,Partners,English,2143
2026-06-30,Partners,French,247
2026-06-30,Partners,German,286
2026-06-30,Partners,Italian,222
2026-06-30,Partners,Portuguese,54
2026-06-30,Partners,Spanish,378
2026-06-30,Payments,English,528
2026-06-30,Payments,French,61
2026-06-30,Payments,German,71
2026-06-30,Payments,Italian,55
2026-06-30,Payments,Portuguese,13
2026-06-30,Payments,Spanish,93
2026-07-01,Hospitality,English,1758
2026-07-01,Hospitality,French,202
2026-07-01,Hospitality,German,235
2026-07-01,Hospitality,Italian,182
2026-07-01,Hospitality,Portuguese,44
2026-07-01,Hospitality,Spanish,310
2026-07-01,Partners,English,1327
2026-07-01,Partners,French,153
2026-07-01,Partners,German,177
2026-07-01,Partners,Italian,138
2026-07-01,Partners,Portuguese,33
2026-07-01,Partners,Spanish,234
2026-07-01,Payments,English,418
2026-07-01,Payments,French,48
2026-07-01,Payments,German,56
2026-07-01,Payments,Italian,43
2026-07-01,Payments,Portuguese,10
2026-07-01,Payments,Spanish,74
2026-07-02,Hospitality,English,1578
2026-07-02,Hospitality,French,182
2026-07-02,Hospitality,German,211
2026-07-02,Hospitality,Italian,163
2026-07-02,Hospitality,Portuguese,40
2026-07-02,Hospitality,Spanish,278
2026-07-02,Partners,English,1587
2026-07-02,Partners,French,183
2026-07-02,Partners,German,212
2026-07-02,Partners,Italian,165
2026-07-02,Partners,Portuguese,40
2026-07-02,Partners,Spanish,280
2026-07-02,Payments,English,461
2026-07-02,Payments,French,53
2026-07-02,Payments,German,61
2026-07-02,Payments,Italian,48
2026-07-02,Payments,Portuguese,12
2026-07-02,Payments,Spanish,81
2026-07-03,Hospitality,English,1369
2026-07-03,Hospitality,French,158
2026-07-03,Hospitality,German,183
2026-07-03,Hospitality,Italian,142
2026-07-03,Hospitality,Portuguese,34
2026-07-03,Hospitality,Spanish,242
2026-07-03,Partners,English,1444
2026-07-03,Partners,French,166
2026-07-03,Partners,German,193
2026-07-03,Partners,Italian,150
2026-07-03,Partners,Portuguese,36
2026-07-03,Partners,Spanish,255
2026-07-03,Payments,English,423
2026-07-03,Payments,French,49
2026-07-03,Payments,German,56
2026-07-03,Payments,Italian,44
2026-07-03,Payments,Portuguese,11
2026-07-03,Payments,Spanish,74
2026-07-04,Hospitality,English,366
2026-07-04,Hospitality,French,42
2026-07-04,Hospitality,German,49
2026-07-04,Hospitality,Italian,38
2026-07-04,Hospitality,Portuguese,9
2026-07-04,Hospitality,Spanish,64
2026-07-04,Partners,English,281
2026-07-04,Partners,French,32
2026-07-04,Partners,German,38
2026-07-04,Partners,Italian,29
2026-07-04,Partners,Portuguese,7
2026-07-04,Partners,Spanish,50
2026-07-04,Payments,English,139
2026-07-04,Payments,French,16
2026-07-04,Payments,German,19
2026-07-04,Payments,Italian,14
2026-07-04,Payments,Portuguese,3
2026-07-04,Payments,Spanish,25
2026-07-05,Hospitality,English,321
2026-07-05,Hospitality,French,37
2026-07-05,Hospitality,German,43
2026-07-05,Hospitality,Italian,33
2026-07-05,Hospitality,Portuguese,8
2026-07-05,Hospitality,Spanish,57
2026-07-05,Partners,English,85
2026-07-05,Partners,French,10
2026-07-05,Partners,German,11
2026-07-05,Partners,Italian,9
2026-07-05,Partners,Portuguese,2
2026-07-05,Partners,Spanish,15
2026-07-05,Payments,English,93
2026-07-05,Payments,French,11
2026-07-05,Payments,German,12
2026-07-05,Payments,Italian,10
2026-07-05,Payments,Portuguese,2
2026-07-05,Payments,Spanish,16
2026-07-06,Hospitality,English,1527
2026-07-06,Hospitality,French,176
2026-07-06,Hospitality,German,204
2026-07-06,Hospitality,Italian,158
2026-07-06,Hospitality,Portuguese,39
2026-07-06,Hospitality,Spanish,269
2026-07-06,Partners,English,1530
2026-07-06,Partners,French,176
2026-07-06,Partners,German,204
2026-07-06,Partners,Italian,159
2026-07-06,Partners,Portuguese,38
2026-07-06,Partners,Spanish,270
2026-07-06,Payments,English,435
2026-07-06,Payments,French,50
2026-07-06,Payments,German,58
2026-07-06,Payments,Italian,45
2026-07-06,Payments,Portuguese,11
2026-07-06,Payments,Spanish,77
2026-07-07,Hospitality,English,1569
2026-07-07,Hospitality,French,181
2026-07-07,Hospitality,German,210
2026-07-07,Hospitality,Italian,163
2026-07-07,Hospitality,Portuguese,39
2026-07-07,Hospitality,Spanish,277
2026-07-07,Partners,English,1383
2026-07-07,Partners,French,159
2026-07-07,Partners,German,185
2026-07-07,Partners,Italian,143
2026-07-07,Partners,Portuguese,35
2026-07-07,Partners,Spanish,244
2026-07-07,Payments,English,459
2026-07-07,Payments,French,53
2026-07-07,Payments,German,61
2026-07-07,Payments,Italian,48
2026-07-07,Payments,Portuguese,11
2026-07-07,Payments,Spanish,81
2026-07-08,Hospitality,English,1605
2026-07-08,Hospitality,French,185
2026-07-08,Hospitality,German,215
2026-07-08,Hospitality,Italian,166
2026-07-08,Hospitality,Portuguese,40
2026-07-08,Hospitality,Spanish,283
2026-07-08,Partners,English,1286
2026-07-08,Partners,French,148
2026-07-08,Partners,German,172
2026-07-08,Partners,Italian,133
2026-07-08,Partners,Portuguese,33
2026-07-08,Partners,Spanish,227
2026-07-08,Payments,English,477
2026-07-08,Payments,French,55
2026-07-08,Payments,German,64
2026-07-08,Payments,Italian,50
2026-07-08,Payments,Portuguese,12
2026-07-08,Payments,Spanish,84
2026-07-09,Hospitality,English,1555
2026-07-09,Hospitality,French,179
2026-07-09,Hospitality,German,208
2026-07-09,Hospitality,Italian,161
2026-07-09,Hospitality,Portuguese,39
2026-07-09,Hospitality,Spanish,274
2026-07-09,Partners,English,1228
2026-07-09,Partners,French,142
2026-07-09,Partners,German,164
2026-07-09,Partners,Italian,127
2026-07-09,Partners,Portuguese,31
2026-07-09,Partners,Spanish,217
2026-07-09,Payments,English,457
2026-07-09,Payments,French,53
2026-07-09,Payments,German,61
2026-07-09,Payments,Italian,47
2026-07-09,Payments,Portuguese,11
2026-07-09,Payments,Spanish,81
2026-07-10,Hospitality,English,1353
2026-07-10,Hospitality,French,156
2026-07-10,Hospitality,German,181
2026-07-10,Hospitality,Italian,140
2026-07-10,Hospitality,Portuguese,34
2026-07-10,Hospitality,Spanish,239
2026-07-10,Partners,English,1125
2026-07-10,Partners,French,130
2026-07-10,Partners,German,150
2026-07-10,Partners,Italian,117
2026-07-10,Partners,Portuguese,28
2026-07-10,Partners,Spanish,199
2026-07-10,Payments,English,413
2026-07-10,Payments,French,48
2026-07-10,Payments,German,55
2026-07-10,Payments,Italian,43
2026-07-10,Payments,Portuguese,10
2026-07-10,Payments,Spanish,73
2026-07-11,Hospitality,English,362
2026-07-11,Hospitality,French,42
2026-07-11,Hospitality,German,48
